SCLK,LMST,LTST,HORIZONTAL_WIND_SPEED,HORIZONTAL_WIND_SPEED_UNCERTAINTY,VERTICAL_WIND_SPEED,VERTICAL_WIND_SPEED_UNCERTAINTY,WIND_DIRECTION,WIND_DIRECTION_UNCERTAINTY,BOTH_BOOMS_USED_FOR_RETRIEVAL,ROVER_STILL
672590555,00064M04:00:21.810,0064 03:45:17,999999999,,,,999999999,,,1
672590555.5,00064M04:00:22.297,0064 03:45:17,999999999,,,,999999999,,,1
672590556,00064M04:00:22.783,0064 03:45:18,999999999,,,,999999999,,,1
672590556.5,00064M04:00:23.270,0064 03:45:18,999999999,,,,999999999,,,1
672590557,00064M04:00:23.757,0064 03:45:19,999999999,,,,999999999,,,1
672590557.5,00064M04:00:24.243,0064 03:45:19,999999999,,,,999999999,,,1
672590558,00064M04:00:24.730,0064 03:45:20,999999999,,,,999999999,,,1
672590558.5,00064M04:00:25.216,0064 03:45:20,999999999,,,,999999999,,,1
672590559,00064M04:00:25.703,0064 03:45:21,999999999,,,,999999999,,,1
672590559.5,00064M04:00:26.190,0064 03:45:21,999999999,,,,999999999,,,1
672590560,00064M04:00:26.676,0064 03:45:22,999999999,,,,999999999,,,1
672590560.5,00064M04:00:27.163,0064 03:45:22,999999999,,,,999999999,,,1
672590561,00064M04:00:27.650,0064 03:45:23,999999999,,,,999999999,,,1
672590561.5,00064M04:00:28.136,0064 03:45:23,999999999,,,,999999999,,,1
672590562,00064M04:00:28.623,0064 03:45:24,999999999,,,,999999999,,,1
672590562.5,00064M04:00:29.109,0064 03:45:24,999999999,,,,999999999,,,1
672590563,00064M04:00:29.596,0064 03:45:25,999999999,,,,999999999,,,1
672590563.5,00064M04:00:30.083,0064 03:45:25,999999999,,,,999999999,,,1
672590564,00064M04:00:30.569,0064 03:45:26,999999999,,,,999999999,,,1
672590564.5,00064M04:00:31.056,0064 03:45:26,999999999,,,,999999999,,,1
672590565,00064M04:00:31.543,0064 03:45:27,999999999,,,,999999999,,,1
672590565.5,00064M04:00:32.029,0064 03:45:27,999999999,,,,999999999,,,1
672590621,00064M04:01:26.045,0064 03:46:21,999999999,,,,999999999,,,1
672590621.5,00064M04:01:26.531,0064 03:46:22,999999999,,,,999999999,,,1
672590622,00064M04:01:27.018,0064 03:46:22,999999999,,,,999999999,,,1
672590622.5,00064M04:01:27.505,0064 03:46:23,999999999,,,,999999999,,,1
672590623,00064M04:01:27.991,0064 03:46:23,999999999,,,,999999999,,,1
672590623.5,00064M04:01:28.478,0064 03:46:23,999999999,,,,999999999,,,1
672590624,00064M04:01:28.964,0064 03:46:24,999999999,,,,999999999,,,1
672590624.5,00064M04:01:29.451,0064 03:46:24,999999999,,,,999999999,,,1
672590625,00064M04:01:29.938,0064 03:46:25,999999999,,,,999999999,,,1
672590625.5,00064M04:01:30.424,0064 03:46:25,999999999,,,,999999999,,,1
672590626,00064M04:01:30.911,0064 03:46:26,999999999,,,,999999999,,,1
672590626.5,00064M04:01:31.398,0064 03:46:26,999999999,,,,999999999,,,1
672590627,00064M04:01:31.884,0064 03:46:27,999999999,,,,999999999,,,1
672590627.5,00064M04:01:32.371,0064 03:46:27,999999999,,,,999999999,,,1
672590628,00064M04:01:32.857,0064 03:46:28,999999999,,,,999999999,,,1
672590628.5,00064M04:01:33.344,0064 03:46:28,999999999,,,,999999999,,,1
672590629,00064M04:01:33.831,0064 03:46:29,999999999,,,,999999999,,,1
672590629.5,00064M04:01:34.317,0064 03:46:29,999999999,,,,999999999,,,1
672590630,00064M04:01:34.804,0064 03:46:30,999999999,,,,999999999,,,1
672590630.5,00064M04:01:35.291,0064 03:46:30,999999999,,,,999999999,,,1
672590631,00064M04:01:35.777,0064 03:46:31,999999999,,,,999999999,,,1
672590631.5,00064M04:01:36.264,0064 03:46:31,999999999,,,,999999999,,,1
672590632,00064M04:01:36.750,0064 03:46:32,999999999,,,,999999999,,,1
672590632.5,00064M04:01:37.237,0064 03:46:32,999999999,,,,999999999,,,1
672590633,00064M04:01:37.724,0064 03:46:33,999999999,,,,999999999,,,1
672590633.5,00064M04:01:38.210,0064 03:46:33,999999999,,,,999999999,,,1
672590634,00064M04:01:38.697,0064 03:46:34,999999999,,,,999999999,,,1
672590634.5,00064M04:01:39.184,0064 03:46:34,999999999,,,,999999999,,,1
672590635,00064M04:01:39.670,0064 03:46:35,999999999,,,,999999999,,,1
672590635.5,00064M04:01:40.157,0064 03:46:35,999999999,,,,999999999,,,1
672590636,00064M04:01:40.643,0064 03:46:36,999999999,,,,999999999,,,1
672590636.5,00064M04:01:41.130,0064 03:46:36,999999999,,,,999999999,,,1
672590637,00064M04:01:41.617,0064 03:46:37,999999999,,,,999999999,,,1
672590637.5,00064M04:01:42.103,0064 03:46:37,999999999,,,,999999999,,,1
672590638,00064M04:01:42.590,0064 03:46:38,999999999,,,,999999999,,,1
672590638.5,00064M04:01:43.077,0064 03:46:38,999999999,,,,999999999,,,1
672590639,00064M04:01:43.563,0064 03:46:39,999999999,,,,999999999,,,1
672590639.5,00064M04:01:44.050,0064 03:46:39,999999999,,,,999999999,,,1
672590640,00064M04:01:44.536,0064 03:46:40,999999999,,,,999999999,,,1
672590640.5,00064M04:01:45.023,0064 03:46:40,999999999,,,,999999999,,,1
672590641,00064M04:01:45.510,0064 03:46:41,999999999,,,,999999999,,,1
672590641.5,00064M04:01:45.996,0064 03:46:41,999999999,,,,999999999,,,1
672590642,00064M04:01:46.483,0064 03:46:42,999999999,,,,999999999,,,1
672590642.5,00064M04:01:46.970,0064 03:46:42,999999999,,,,999999999,,,1
672590643,00064M04:01:47.456,0064 03:46:42,999999999,,,,999999999,,,1
672590643.5,00064M04:01:47.943,0064 03:46:43,999999999,,,,999999999,,,1
672590644,00064M04:01:48.429,0064 03:46:43,999999999,,,,999999999,,,1
672590644.5,00064M04:01:48.916,0064 03:46:44,999999999,,,,999999999,,,1
672590645,00064M04:01:49.403,0064 03:46:44,999999999,,,,999999999,,,1
672590645.5,00064M04:01:49.889,0064 03:46:45,999999999,,,,999999999,,,1
672590646,00064M04:01:50.376,0064 03:46:45,999999999,,,,999999999,,,1
672590646.5,00064M04:01:50.863,0064 03:46:46,999999999,,,,999999999,,,1
672590647,00064M04:01:51.349,0064 03:46:46,999999999,,,,999999999,,,1
672590647.5,00064M04:01:51.836,0064 03:46:47,999999999,,,,999999999,,,1
672590648,00064M04:01:52.322,0064 03:46:47,999999999,,,,999999999,,,1
672590648.5,00064M04:01:52.809,0064 03:46:48,999999999,,,,999999999,,,1
672590649,00064M04:01:53.296,0064 03:46:48,999999999,,,,999999999,,,1
672590649.5,00064M04:01:53.782,0064 03:46:49,999999999,,,,999999999,,,1
672590650,00064M04:01:54.269,0064 03:46:49,999999999,,,,999999999,,,1
672590650.5,00064M04:01:54.756,0064 03:46:50,999999999,,,,999999999,,,1
672590651,00064M04:01:55.242,0064 03:46:50,999999999,,,,999999999,,,1
672590651.5,00064M04:01:55.729,0064 03:46:51,999999999,,,,999999999,,,1
672590652,00064M04:01:56.215,0064 03:46:51,999999999,,,,999999999,,,1
672590652.5,00064M04:01:56.702,0064 03:46:52,999999999,,,,999999999,,,1
672590653,00064M04:01:57.189,0064 03:46:52,999999999,,,,999999999,,,1
672590653.5,00064M04:01:57.675,0064 03:46:53,999999999,,,,999999999,,,1
672590654,00064M04:01:58.162,0064 03:46:53,999999999,,,,999999999,,,1
672590654.5,00064M04:01:58.649,0064 03:46:54,999999999,,,,999999999,,,1
672590655,00064M04:01:59.135,0064 03:46:54,999999999,,,,999999999,,,1
672590655.5,00064M04:01:59.622,0064 03:46:55,999999999,,,,999999999,,,1
672590656,00064M04:02:00.109,0064 03:46:55,999999999,,,,999999999,,,1
672590656.5,00064M04:02:00.595,0064 03:46:56,999999999,,,,999999999,,,1
672590657,00064M04:02:01.082,0064 03:46:56,999999999,,,,999999999,,,1
672590657.5,00064M04:02:01.568,0064 03:46:57,999999999,,,,999999999,,,1
672590658,00064M04:02:02.055,0064 03:46:57,999999999,,,,999999999,,,1
672590658.5,00064M04:02:02.542,0064 03:46:58,999999999,,,,999999999,,,1
672590659,00064M04:02:03.028,0064 03:46:58,999999999,,,,999999999,,,1
672590659.5,00064M04:02:03.515,0064 03:46:59,999999999,,,,999999999,,,1
672590660,00064M04:02:04.002,0064 03:46:59,999999999,,,,999999999,,,1
672590660.5,00064M04:02:04.488,0064 03:47:00,999999999,,,,999999999,,,1
672590661,00064M04:02:04.975,0064 03:47:00,999999999,,,,999999999,,,1
672590661.5,00064M04:02:05.461,0064 03:47:00,999999999,,,,999999999,,,1
672590662,00064M04:02:05.948,0064 03:47:01,999999999,,,,999999999,,,1
672590662.5,00064M04:02:06.435,0064 03:47:01,999999999,,,,999999999,,,1
672590663,00064M04:02:06.921,0064 03:47:02,999999999,,,,999999999,,,1
672590663.5,00064M04:02:07.408,0064 03:47:02,999999999,,,,999999999,,,1
672590664,00064M04:02:07.895,0064 03:47:03,999999999,,,,999999999,,,1
672590664.5,00064M04:02:08.381,0064 03:47:03,999999999,,,,999999999,,,1
672590665,00064M04:02:08.868,0064 03:47:04,999999999,,,,999999999,,,1
672590665.5,00064M04:02:09.354,0064 03:47:04,999999999,,,,999999999,,,1
672590666,00064M04:02:09.841,0064 03:47:05,999999999,,,,999999999,,,1
672590666.5,00064M04:02:10.328,0064 03:47:05,999999999,,,,999999999,,,1
672590667,00064M04:02:10.814,0064 03:47:06,999999999,,,,999999999,,,1
672590667.5,00064M04:02:11.301,0064 03:47:06,999999999,,,,999999999,,,1
672590668,00064M04:02:11.788,0064 03:47:07,999999999,,,,999999999,,,1
672590668.5,00064M04:02:12.274,0064 03:47:07,999999999,,,,999999999,,,1
672590669,00064M04:02:12.761,0064 03:47:08,999999999,,,,999999999,,,1
672590669.5,00064M04:02:13.247,0064 03:47:08,999999999,,,,999999999,,,1
672590670,00064M04:02:13.734,0064 03:47:09,999999999,,,,999999999,,,1
672590670.5,00064M04:02:14.221,0064 03:47:09,999999999,,,,999999999,,,1
672590671,00064M04:02:14.707,0064 03:47:10,999999999,,,,999999999,,,1
672590671.5,00064M04:02:15.194,0064 03:47:10,999999999,,,,999999999,,,1
672590672,00064M04:02:15.681,0064 03:47:11,999999999,,,,999999999,,,1
672590672.5,00064M04:02:16.167,0064 03:47:11,999999999,,,,999999999,,,1
672590673,00064M04:02:16.654,0064 03:47:12,999999999,,,,999999999,,,1
672590673.5,00064M04:02:17.140,0064 03:47:12,999999999,,,,999999999,,,1
672590674,00064M04:02:17.627,0064 03:47:13,999999999,,,,999999999,,,1
672590674.5,00064M04:02:18.114,0064 03:47:13,999999999,,,,999999999,,,1
672590675,00064M04:02:18.600,0064 03:47:14,999999999,,,,999999999,,,1
672590675.5,00064M04:02:19.087,0064 03:47:14,999999999,,,,999999999,,,1
672590676,00064M04:02:19.574,0064 03:47:15,999999999,,,,999999999,,,1
672590676.5,00064M04:02:20.060,0064 03:47:15,999999999,,,,999999999,,,1
672590677,00064M04:02:20.547,0064 03:47:16,999999999,,,,999999999,,,1
672590677.5,00064M04:02:21.033,0064 03:47:16,999999999,,,,999999999,,,1
672590678,00064M04:02:21.520,0064 03:47:17,999999999,,,,999999999,,,1
672590678.5,00064M04:02:22.007,0064 03:47:17,999999999,,,,999999999,,,1
672590679,00064M04:02:22.493,0064 03:47:18,999999999,,,,999999999,,,1
672590679.5,00064M04:02:22.980,0064 03:47:18,999999999,,,,999999999,,,1
672590680,00064M04:02:23.467,0064 03:47:18,999999999,,,,999999999,,,1
672590680.5,00064M04:02:23.953,0064 03:47:19,999999999,,,,999999999,,,1
672590681,00064M04:02:24.440,0064 03:47:19,999999999,,,,999999999,,,1
672590681.5,00064M04:02:24.926,0064 03:47:20,999999999,,,,999999999,,,1
672590682,00064M04:02:25.413,0064 03:47:20,999999999,,,,999999999,,,1
672590682.5,00064M04:02:25.900,0064 03:47:21,999999999,,,,999999999,,,1
672590683,00064M04:02:26.386,0064 03:47:21,999999999,,,,999999999,,,1
672590683.5,00064M04:02:26.873,0064 03:47:22,999999999,,,,999999999,,,1
672590684,00064M04:02:27.360,0064 03:47:22,999999999,,,,999999999,,,1
672590684.5,00064M04:02:27.846,0064 03:47:23,999999999,,,,999999999,,,1
672590685,00064M04:02:28.333,0064 03:47:23,999999999,,,,999999999,,,1
672590685.5,00064M04:02:28.819,0064 03:47:24,999999999,,,,999999999,,,1
672590686,00064M04:02:29.306,0064 03:47:24,999999999,,,,999999999,,,1
672590686.5,00064M04:02:29.793,0064 03:47:25,999999999,,,,999999999,,,1
672590687,00064M04:02:30.279,0064 03:47:25,999999999,,,,999999999,,,1
672590687.5,00064M04:02:30.766,0064 03:47:26,999999999,,,,999999999,,,1
672590688,00064M04:02:31.253,0064 03:47:26,999999999,,,,999999999,,,1
672590688.5,00064M04:02:31.739,0064 03:47:27,999999999,,,,999999999,,,1
672590689,00064M04:02:32.226,0064 03:47:27,999999999,,,,999999999,,,1
672590689.5,00064M04:02:32.712,0064 03:47:28,999999999,,,,999999999,,,1
672590690,00064M04:02:33.199,0064 03:47:28,999999999,,,,999999999,,,1
672590690.5,00064M04:02:33.686,0064 03:47:29,999999999,,,,999999999,,,1
672590691,00064M04:02:34.172,0064 03:47:29,999999999,,,,999999999,,,1
672590691.5,00064M04:02:34.659,0064 03:47:30,999999999,,,,999999999,,,1
672590692,00064M04:02:35.146,0064 03:47:30,0.94,,,,186.23,,,1
672590692.5,00064M04:02:35.632,0064 03:47:31,1.02,,,,186.23,,,1
672590693,00064M04:02:36.119,0064 03:47:31,0.31,,,,226.23,,,1
672590693.5,00064M04:02:36.605,0064 03:47:32,0.42,,,,181.23,,,1
672590694,00064M04:02:37.092,0064 03:47:32,0.39,,,,181.23,,,1
672590694.5,00064M04:02:37.579,0064 03:47:33,0.36,,,,186.23,,,1
672590695,00064M04:02:38.065,0064 03:47:33,1.08,,,,191.23,,,1
672590695.5,00064M04:02:38.552,0064 03:47:34,0.39,,,,186.23,,,1
672590696,00064M04:02:39.039,0064 03:47:34,0.24,,,,231.23,,,1
672590696.5,00064M04:02:39.525,0064 03:47:35,0.31,,,,226.23,,,1
672590697,00064M04:02:40.012,0064 03:47:35,0.36,,,,186.23,,,1
672590697.5,00064M04:02:40.498,0064 03:47:36,0.96,,,,186.23,,,1
672590698,00064M04:02:40.985,0064 03:47:36,0.38,,,,181.23,,,1
672590698.5,00064M04:02:41.472,0064 03:47:37,0.35,,,,181.23,,,1
672590699,00064M04:02:41.958,0064 03:47:37,0.85,,,,201.23,,,1
672590699.5,00064M04:02:42.445,0064 03:47:37,0.35,,,,176.23,,,1
672590700,00064M04:02:42.932,0064 03:47:38,0.36,,,,181.23,,,1
672590700.5,00064M04:02:43.418,0064 03:47:38,0.31,,,,176.23,,,1
672590701,00064M04:02:43.905,0064 03:47:39,0.19,,,,166.23,,,1
672590701.5,00064M04:02:44.391,0064 03:47:39,0.35,,,,171.23,,,1
672590702,00064M04:02:44.878,0064 03:47:40,0.91,,,,186.23,,,1
672590702.5,00064M04:02:45.365,0064 03:47:40,0.35,,,,186.23,,,1
672590703,00064M04:02:45.851,0064 03:47:41,0.19,,,,181.23,,,1
672590703.5,00064M04:02:46.338,0064 03:47:41,1.00,,,,186.23,,,1
672590704,00064M04:02:46.825,0064 03:47:42,0.36,,,,176.23,,,1
672590704.5,00064M04:02:47.311,0064 03:47:42,0.27,,,,181.23,,,1
672590705,00064M04:02:47.798,0064 03:47:43,0.31,,,,176.23,,,1
672590705.5,00064M04:02:48.284,0064 03:47:43,0.31,,,,176.23,,,1
672590706,00064M04:02:48.771,0064 03:47:44,0.31,,,,176.23,,,1
672590706.5,00064M04:02:49.258,0064 03:47:44,0.24,,,,226.23,,,1
672590707,00064M04:02:49.744,0064 03:47:45,0.28,,,,181.23,,,1
672590707.5,00064M04:02:50.231,0064 03:47:45,0.24,,,,176.23,,,1
672590708,00064M04:02:50.718,0064 03:47:46,0.25,,,,181.23,,,1
672590708.5,00064M04:02:51.204,0064 03:47:46,0.25,,,,181.23,,,1
672590709,00064M04:02:51.691,0064 03:47:47,0.85,,,,201.23,,,1
672590709.5,00064M04:02:52.177,0064 03:47:47,0.19,,,,241.23,,,1
672590710,00064M04:02:52.664,0064 03:47:48,0.25,,,,226.23,,,1
672590710.5,00064M04:02:53.151,0064 03:47:48,0.75,,,,201.23,,,1
672590711,00064M04:02:53.637,0064 03:47:49,0.89,,,,181.23,,,1
672590711.5,00064M04:02:54.124,0064 03:47:49,0.74,,,,186.23,,,1
672590712,00064M04:02:54.611,0064 03:47:50,0.22,,,,181.23,,,1
672590712.5,00064M04:02:55.097,0064 03:47:50,0.80,,,,181.23,,,1
672590713,00064M04:02:55.584,0064 03:47:51,0.14,,,,241.23,,,1
672590713.5,00064M04:02:56.070,0064 03:47:51,0.66,,,,181.23,,,1
672590714,00064M04:02:56.557,0064 03:47:52,0.42,,,,181.23,,,1
672590714.5,00064M04:02:57.044,0064 03:47:52,0.66,,,,181.23,,,1
672590715,00064M04:02:57.530,0064 03:47:53,0.38,,,,181.23,,,1
672590715.5,00064M04:02:58.017,0064 03:47:53,0.25,,,,251.23,,,1
672590716,00064M04:02:58.504,0064 03:47:54,0.44,,,,181.23,,,1
672590716.5,00064M04:02:58.990,0064 03:47:54,0.19,,,,251.23,,,1
672590717,00064M04:02:59.477,0064 03:47:55,0.25,,,,246.23,,,1
672590717.5,00064M04:02:59.964,0064 03:47:55,0.55,,,,216.23,,,1
672590718,00064M04:03:00.450,0064 03:47:55,0.64,,,,206.23,,,1
672590718.5,00064M04:03:00.937,0064 03:47:56,0.74,,,,201.23,,,1
672590719,00064M04:03:01.423,0064 03:47:56,0.14,,,,246.23,,,1
672590719.5,00064M04:03:01.910,0064 03:47:57,0.58,,,,206.23,,,1
672590720,00064M04:03:02.397,0064 03:47:57,0.64,,,,211.23,,,1
672590720.5,00064M04:03:02.883,0064 03:47:58,0.70,,,,181.23,,,1
672590721,00064M04:03:03.370,0064 03:47:58,0.66,,,,201.23,,,1
672590721.5,00064M04:03:03.857,0064 03:47:59,0.84,,,,201.23,,,1
672590722,00064M04:03:04.343,0064 03:47:59,0.67,,,,186.23,,,1
672590722.5,00064M04:03:04.830,0064 03:48:00,0.50,,,,181.23,,,1
672590723,00064M04:03:05.316,0064 03:48:00,0.42,,,,181.23,,,1
672590723.5,00064M04:03:05.803,0064 03:48:01,0.64,,,,206.23,,,1
672590724,00064M04:03:06.290,0064 03:48:01,0.17,,,,181.23,,,1
672590724.5,00064M04:03:06.776,0064 03:48:02,0.45,,,,181.23,,,1
672590725,00064M04:03:07.263,0064 03:48:02,0.47,,,,181.23,,,1
672590725.5,00064M04:03:07.750,0064 03:48:03,0.19,,,,151.23,,,1
672590726,00064M04:03:08.236,0064 03:48:03,0.22,,,,151.23,,,1
672590726.5,00064M04:03:08.723,0064 03:48:04,0.14,,,,151.23,,,1
672590727,00064M04:03:09.209,0064 03:48:04,0.61,,,,181.23,,,1
672590727.5,00064M04:03:09.696,0064 03:48:05,0.61,,,,181.23,,,1
672590728,00064M04:03:10.183,0064 03:48:05,0.47,,,,181.23,,,1
672590728.5,00064M04:03:10.669,0064 03:48:06,0.58,,,,181.23,,,1
672590729,00064M04:03:11.156,0064 03:48:06,0.53,,,,206.23,,,1
672590729.5,00064M04:03:11.643,0064 03:48:07,0.14,,,,151.23,,,1
672590730,00064M04:03:12.129,0064 03:48:07,0.50,,,,181.23,,,1
672590730.5,00064M04:03:12.616,0064 03:48:08,0.17,,,,151.23,,,1
672590731,00064M04:03:13.102,0064 03:48:08,0.56,,,,181.23,,,1
672590731.5,00064M04:03:13.589,0064 03:48:09,0.38,,,,181.23,,,1
672590732,00064M04:03:14.076,0064 03:48:09,0.50,,,,181.23,,,1
672590732.5,00064M04:03:14.562,0064 03:48:10,0.16,,,,151.23,,,1
672590733,00064M04:03:15.049,0064 03:48:10,0.42,,,,181.23,,,1
672590733.5,00064M04:03:15.536,0064 03:48:11,0.31,,,,111.23,,,1
672590734,00064M04:03:16.022,0064 03:48:11,0.44,,,,126.23,,,1
672590734.5,00064M04:03:16.509,0064 03:48:12,0.17,,,,151.23,,,1
672590735,00064M04:03:16.995,0064 03:48:12,0.17,,,,146.23,,,1
672590735.5,00064M04:03:17.482,0064 03:48:13,0.20,,,,151.23,,,1
672590736,00064M04:03:17.969,0064 03:48:13,0.14,,,,151.23,,,1
672590736.5,00064M04:03:18.455,0064 03:48:13,0.14,,,,146.23,,,1
672590737,00064M04:03:18.942,0064 03:48:14,0.42,,,,121.23,,,1
672590737.5,00064M04:03:19.429,0064 03:48:14,0.19,,,,141.23,,,1
672590738,00064M04:03:19.915,0064 03:48:15,0.49,,,,111.23,,,1
672590738.5,00064M04:03:20.402,0064 03:48:15,0.45,,,,126.23,,,1
672590739,00064M04:03:20.888,0064 03:48:16,0.61,,,,131.23,,,1
672590739.5,00064M04:03:21.375,0064 03:48:16,0.39,,,,131.23,,,1
672590740,00064M04:03:21.862,0064 03:48:17,0.49,,,,116.23,,,1
672590740.5,00064M04:03:22.348,0064 03:48:17,0.49,,,,136.23,,,1
672590741,00064M04:03:22.835,0064 03:48:18,0.46,,,,131.23,,,1
672590741.5,00064M04:03:23.322,0064 03:48:18,0.45,,,,131.23,,,1
672590742,00064M04:03:23.808,0064 03:48:19,0.41,,,,116.23,,,1
672590742.5,00064M04:03:24.295,0064 03:48:19,0.50,,,,111.23,,,1
672590743,00064M04:03:24.781,0064 03:48:20,0.57,,,,131.23,,,1
672590743.5,00064M04:03:25.268,0064 03:48:20,0.68,,,,131.23,,,1
672590744,00064M04:03:25.755,0064 03:48:21,0.50,,,,126.23,,,1
672590744.5,00064M04:03:26.241,0064 03:48:21,0.61,,,,116.23,,,1
672590745,00064M04:03:26.728,0064 03:48:22,0.63,,,,131.23,,,1
672590745.5,00064M04:03:27.215,0064 03:48:22,0.53,,,,126.23,,,1
672590746,00064M04:03:27.701,0064 03:48:23,0.61,,,,131.23,,,1
672590746.5,00064M04:03:28.188,0064 03:48:23,0.49,,,,126.23,,,1
672590747,00064M04:03:28.674,0064 03:48:24,0.72,,,,136.23,,,1
672590747.5,00064M04:03:29.161,0064 03:48:24,0.80,,,,141.23,,,1
672590748,00064M04:03:29.648,0064 03:48:25,0.72,,,,136.23,,,1
672590748.5,00064M04:03:30.134,0064 03:48:25,0.57,,,,136.23,,,1
672590749,00064M04:03:30.621,0064 03:48:26,0.63,,,,136.23,,,1
672590749.5,00064M04:03:31.108,0064 03:48:26,0.76,,,,136.23,,,1
672590750,00064M04:03:31.594,0064 03:48:27,0.71,,,,131.23,,,1
672590750.5,00064M04:03:32.081,0064 03:48:27,0.69,,,,136.23,,,1
672590751,00064M04:03:32.567,0064 03:48:28,0.85,,,,136.23,,,1
672590751.5,00064M04:03:33.054,0064 03:48:28,0.71,,,,126.23,,,1
672590752,00064M04:03:33.541,0064 03:48:29,0.77,,,,136.23,,,1
672590752.5,00064M04:03:34.027,0064 03:48:29,0.55,,,,126.23,,,1
672590753,00064M04:03:34.514,0064 03:48:30,0.47,,,,136.23,,,1
672590753.5,00064M04:03:35.001,0064 03:48:30,0.46,,,,131.23,,,1
672590754,00064M04:03:35.487,0064 03:48:31,0.50,,,,126.23,,,1
672590754.5,00064M04:03:35.974,0064 03:48:31,0.49,,,,136.23,,,1
672590755,00064M04:03:36.460,0064 03:48:32,0.52,,,,121.23,,,1
672590755.5,00064M04:03:36.947,0064 03:48:32,0.49,,,,131.23,,,1
672590756,00064M04:03:37.434,0064 03:48:32,0.57,,,,126.23,,,1
672590756.5,00064M04:03:37.920,0064 03:48:33,0.68,,,,126.23,,,1
672590757,00064M04:03:38.407,0064 03:48:33,0.72,,,,121.23,,,1
672590757.5,00064M04:03:38.894,0064 03:48:34,0.72,,,,121.23,,,1
672590758,00064M04:03:39.380,0064 03:48:34,0.80,,,,136.23,,,1
672590758.5,00064M04:03:39.867,0064 03:48:35,0.77,,,,121.23,,,1
672590759,00064M04:03:40.353,0064 03:48:35,0.76,,,,131.23,,,1
672590759.5,00064M04:03:40.840,0064 03:48:36,0.70,,,,116.23,,,1
672590760,00064M04:03:41.327,0064 03:48:36,1.04,,,,111.23,,,1
672590760.5,00064M04:03:41.813,0064 03:48:37,0.71,,,,101.23,,,1
672590761,00064M04:03:42.300,0064 03:48:37,0.51,,,,111.23,,,1
672590761.5,00064M04:03:42.787,0064 03:48:38,0.54,,,,106.23,,,1
672590762,00064M04:03:43.273,0064 03:48:38,0.54,,,,116.23,,,1
672590762.5,00064M04:03:43.760,0064 03:48:39,0.73,,,,126.23,,,1
672590763,00064M04:03:44.246,0064 03:48:39,0.49,,,,126.23,,,1
672590763.5,00064M04:03:44.733,0064 03:48:40,0.80,,,,141.23,,,1
672590764,00064M04:03:45.220,0064 03:48:40,0.66,,,,151.23,,,1
672590764.5,00064M04:03:45.706,0064 03:48:41,0.49,,,,181.23,,,1
672590765,00064M04:03:46.193,0064 03:48:41,0.66,,,,176.23,,,1
672590765.5,00064M04:03:46.680,0064 03:48:42,0.90,,,,166.23,,,1
672590766,00064M04:03:47.166,0064 03:48:42,0.86,,,,151.23,,,1
672590766.5,00064M04:03:47.653,0064 03:48:43,1.10,,,,151.23,,,1
672590767,00064M04:03:48.139,0064 03:48:43,1.20,,,,156.23,,,1
672590767.5,00064M04:03:48.626,0064 03:48:44,1.10,,,,166.23,,,1
672590768,00064M04:03:49.113,0064 03:48:44,1.54,,,,161.23,,,1
672590768.5,00064M04:03:49.599,0064 03:48:45,1.36,,,,151.23,,,1
672590769,00064M04:03:50.086,0064 03:48:45,1.35,,,,151.23,,,1
672590769.5,00064M04:03:50.573,0064 03:48:46,1.40,,,,146.23,,,1
672590770,00064M04:03:51.059,0064 03:48:46,1.45,,,,151.23,,,1
672590770.5,00064M04:03:51.546,0064 03:48:47,1.55,,,,156.23,,,1
672590771,00064M04:03:52.032,0064 03:48:47,1.59,,,,151.23,,,1
672590771.5,00064M04:03:52.519,0064 03:48:48,1.64,,,,151.23,,,1
672590772,00064M04:03:53.006,0064 03:48:48,1.89,,,,151.23,,,1
672590772.5,00064M04:03:53.492,0064 03:48:49,1.79,,,,146.23,,,1
672590773,00064M04:03:53.979,0064 03:48:49,1.89,,,,146.23,,,1
672590773.5,00064M04:03:54.466,0064 03:48:50,1.69,,,,146.23,,,1
672590774,00064M04:03:54.952,0064 03:48:50,1.69,,,,146.23,,,1
672590774.5,00064M04:03:55.439,0064 03:48:50,1.42,,,,151.23,,,1
672590775,00064M04:03:55.925,0064 03:48:51,1.30,,,,151.23,,,1
672590775.5,00064M04:03:56.412,0064 03:48:51,1.16,,,,151.23,,,1
672590776,00064M04:03:56.899,0064 03:48:52,1.26,,,,151.23,,,1
672590776.5,00064M04:03:57.385,0064 03:48:52,1.26,,,,151.23,,,1
672590777,00064M04:03:57.872,0064 03:48:53,1.25,,,,151.23,,,1
672590777.5,00064M04:03:58.359,0064 03:48:53,1.50,,,,156.23,,,1
672590778,00064M04:03:58.845,0064 03:48:54,1.16,,,,151.23,,,1
672590778.5,00064M04:03:59.332,0064 03:48:54,1.50,,,,146.23,,,1
672590779,00064M04:03:59.818,0064 03:48:55,1.63,,,,126.23,,,1
672590779.5,00064M04:04:00.305,0064 03:48:55,1.74,,,,126.23,,,1
672590780,00064M04:04:00.792,0064 03:48:56,1.41,,,,126.23,,,1
672590780.5,00064M04:04:01.278,0064 03:48:56,1.75,,,,116.23,,,1
672590781,00064M04:04:01.765,0064 03:48:57,1.39,,,,121.23,,,1
672590781.5,00064M04:04:02.252,0064 03:48:57,1.56,,,,126.23,,,1
672590782,00064M04:04:02.738,0064 03:48:58,1.70,,,,131.23,,,1
