SCLK,LMST,LTST,HORIZONTAL_WIND_SPEED,HORIZONTAL_WIND_SPEED_UNCERTAINTY,VERTICAL_WIND_SPEED,VERTICAL_WIND_SPEED_UNCERTAINTY,WIND_DIRECTION,WIND_DIRECTION_UNCERTAINTY,BOTH_BOOMS_USED_FOR_RETRIEVAL,ROVER_STILL
672632746.5,00064M15:24:44.771,0064 15:09:50,7.57,,,,61.23,,,1
672632747,00064M15:24:45.257,0064 15:09:50,8.31,,,,61.23,,,1
672632747.5,00064M15:24:45.744,0064 15:09:51,8.13,,,,61.23,,,1
672632748,00064M15:24:46.230,0064 15:09:51,8.77,,,,61.23,,,1
672632748.5,00064M15:24:46.717,0064 15:09:52,7.91,,,,61.23,,,1
672632749,00064M15:24:47.204,0064 15:09:52,7.79,,,,61.23,,,1
672632749.5,00064M15:24:47.690,0064 15:09:53,6.96,,,,66.23,,,1
672632750,00064M15:24:48.177,0064 15:09:53,6.97,,,,66.23,,,1
672632750.5,00064M15:24:48.664,0064 15:09:54,6.99,,,,66.23,,,1
672632751,00064M15:24:49.150,0064 15:09:54,6.83,,,,66.23,,,1
672632751.5,00064M15:24:49.637,0064 15:09:55,6.54,,,,71.23,,,1
672632752,00064M15:24:50.123,0064 15:09:55,6.82,,,,66.23,,,1
672632752.5,00064M15:24:50.610,0064 15:09:56,6.68,,,,66.23,,,1
672632753,00064M15:24:51.097,0064 15:09:56,7.11,,,,66.23,,,1
672632753.5,00064M15:24:51.583,0064 15:09:57,6.77,,,,61.23,,,1
672632754,00064M15:24:52.070,0064 15:09:57,5.91,,,,61.23,,,1
672632754.5,00064M15:24:52.557,0064 15:09:58,6.42,,,,61.23,,,1
672632755,00064M15:24:53.043,0064 15:09:58,7.00,,,,61.23,,,1
672632755.5,00064M15:24:53.530,0064 15:09:59,7.01,,,,56.23,,,1
672632756,00064M15:24:54.016,0064 15:09:59,7.01,,,,61.23,,,1
672632756.5,00064M15:24:54.503,0064 15:10:00,7.60,,,,61.23,,,1
672632757,00064M15:24:54.990,0064 15:10:00,7.54,,,,61.23,,,1
672632757.5,00064M15:24:55.476,0064 15:10:01,7.42,,,,61.23,,,1
672632758,00064M15:24:55.963,0064 15:10:01,7.46,,,,61.23,,,1
672632758.5,00064M15:24:56.450,0064 15:10:02,6.84,,,,61.23,,,1
672632759,00064M15:24:56.936,0064 15:10:02,6.79,,,,61.23,,,1
672632759.5,00064M15:24:57.423,0064 15:10:03,6.81,,,,61.23,,,1
672632760,00064M15:24:57.909,0064 15:10:03,6.78,,,,61.23,,,1
672632760.5,00064M15:24:58.396,0064 15:10:04,6.81,,,,56.23,,,1
672632761,00064M15:24:58.883,0064 15:10:04,6.74,,,,56.23,,,1
672632761.5,00064M15:24:59.369,0064 15:10:05,6.66,,,,56.23,,,1
672632762,00064M15:24:59.856,0064 15:10:05,6.62,,,,56.23,,,1
672632762.5,00064M15:25:00.343,0064 15:10:05,6.47,,,,51.23,,,1
672632763,00064M15:25:00.829,0064 15:10:06,6.68,,,,61.23,,,1
672632763.5,00064M15:25:01.316,0064 15:10:06,6.11,,,,56.23,,,1
672632764,00064M15:25:01.802,0064 15:10:07,5.91,,,,51.23,,,1
672632764.5,00064M15:25:02.289,0064 15:10:07,6.49,,,,56.23,,,1
672632765,00064M15:25:02.776,0064 15:10:08,6.44,,,,56.23,,,1
672632765.5,00064M15:25:03.262,0064 15:10:08,6.44,,,,51.23,,,1
672632766,00064M15:25:03.749,0064 15:10:09,6.52,,,,56.23,,,1
672632766.5,00064M15:25:04.236,0064 15:10:09,6.33,,,,56.23,,,1
672632767,00064M15:25:04.722,0064 15:10:10,6.17,,,,56.23,,,1
672632767.5,00064M15:25:05.209,0064 15:10:10,5.79,,,,56.23,,,1
672632768,00064M15:25:05.695,0064 15:10:11,5.95,,,,56.23,,,1
672632768.5,00064M15:25:06.182,0064 15:10:11,4.62,,,,61.23,,,1
672632769,00064M15:25:06.669,0064 15:10:12,5.87,,,,61.23,,,1
672632769.5,00064M15:25:07.155,0064 15:10:12,4.12,,,,56.23,,,1
672632770,00064M15:25:07.642,0064 15:10:13,5.61,,,,56.23,,,1
672632770.5,00064M15:25:08.129,0064 15:10:13,5.44,,,,56.23,,,1
672632771,00064M15:25:08.615,0064 15:10:14,4.14,,,,51.23,,,1
672632771.5,00064M15:25:09.102,0064 15:10:14,4.56,,,,56.23,,,1
672632772,00064M15:25:09.588,0064 15:10:15,3.52,,,,56.23,,,1
672632772.5,00064M15:25:10.075,0064 15:10:15,3.16,,,,56.23,,,1
672632773,00064M15:25:10.562,0064 15:10:16,3.49,,,,46.23,,,1
672632773.5,00064M15:25:11.048,0064 15:10:16,3.74,,,,46.23,,,1
672632774,00064M15:25:11.535,0064 15:10:17,3.53,,,,46.23,,,1
672632774.5,00064M15:25:12.022,0064 15:10:17,3.47,,,,46.23,,,1
672632775,00064M15:25:12.508,0064 15:10:18,3.47,,,,46.23,,,1
672632775.5,00064M15:25:12.995,0064 15:10:18,3.60,,,,46.23,,,1
672632776,00064M15:25:13.481,0064 15:10:19,3.54,,,,46.23,,,1
672632776.5,00064M15:25:13.968,0064 15:10:19,3.68,,,,51.23,,,1
672632777,00064M15:25:14.455,0064 15:10:20,3.40,,,,46.23,,,1
672632777.5,00064M15:25:14.941,0064 15:10:20,3.48,,,,46.23,,,1
672632778,00064M15:25:15.428,0064 15:10:21,2.89,,,,46.23,,,1
672632778.5,00064M15:25:15.915,0064 15:10:21,3.82,,,,46.23,,,1
672632779,00064M15:25:16.401,0064 15:10:22,3.58,,,,46.23,,,1
672632779.5,00064M15:25:16.888,0064 15:10:22,3.43,,,,51.23,,,1
672632780,00064M15:25:17.374,0064 15:10:23,3.58,,,,51.23,,,1
672632780.5,00064M15:25:17.861,0064 15:10:23,3.42,,,,46.23,,,1
672632781,00064M15:25:18.348,0064 15:10:23,3.26,,,,51.23,,,1
672632781.5,00064M15:25:18.834,0064 15:10:24,3.38,,,,41.23,,,1
672632782,00064M15:25:19.321,0064 15:10:24,3.59,,,,46.23,,,1
672632782.5,00064M15:25:19.808,0064 15:10:25,3.37,,,,46.23,,,1
672632783,00064M15:25:20.294,0064 15:10:25,3.52,,,,51.23,,,1
672632783.5,00064M15:25:20.781,0064 15:10:26,3.46,,,,51.23,,,1
672632784,00064M15:25:21.267,0064 15:10:26,3.69,,,,56.23,,,1
672632784.5,00064M15:25:21.754,0064 15:10:27,3.53,,,,51.23,,,1
672632785,00064M15:25:22.241,0064 15:10:27,3.46,,,,46.23,,,1
672632785.5,00064M15:25:22.727,0064 15:10:28,3.86,,,,51.23,,,1
672632786,00064M15:25:23.214,0064 15:10:28,3.45,,,,51.23,,,1
672632786.5,00064M15:25:23.701,0064 15:10:29,3.99,,,,56.23,,,1
672632787,00064M15:25:24.187,0064 15:10:29,3.91,,,,51.23,,,1
672632787.5,00064M15:25:24.674,0064 15:10:30,3.39,,,,56.23,,,1
672632788,00064M15:25:25.160,0064 15:10:30,2.70,,,,41.23,,,1
672632788.5,00064M15:25:25.647,0064 15:10:31,3.96,,,,46.23,,,1
672632789,00064M15:25:26.134,0064 15:10:31,3.98,,,,46.23,,,1
672632789.5,00064M15:25:26.620,0064 15:10:32,4.36,,,,51.23,,,1
672632790,00064M15:25:27.107,0064 15:10:32,6.19,,,,56.23,,,1
672632790.5,00064M15:25:27.594,0064 15:10:33,6.83,,,,61.23,,,1
672632791,00064M15:25:28.080,0064 15:10:33,6.95,,,,56.23,,,1
672632791.5,00064M15:25:28.567,0064 15:10:34,6.83,,,,56.23,,,1
672632792,00064M15:25:29.054,0064 15:10:34,6.43,,,,56.23,,,1
672632792.5,00064M15:25:29.540,0064 15:10:35,5.90,,,,56.23,,,1
672632793,00064M15:25:30.027,0064 15:10:35,6.03,,,,56.23,,,1
672632793.5,00064M15:25:30.513,0064 15:10:36,6.17,,,,51.23,,,1
672632794,00064M15:25:31.000,0064 15:10:36,6.19,,,,56.23,,,1
672632794.5,00064M15:25:31.487,0064 15:10:37,6.80,,,,56.23,,,1
672632795,00064M15:25:31.973,0064 15:10:37,6.56,,,,56.23,,,1
672632795.5,00064M15:25:32.460,0064 15:10:38,6.49,,,,56.23,,,1
672632796,00064M15:25:32.947,0064 15:10:38,6.51,,,,56.23,,,1
672632796.5,00064M15:25:33.433,0064 15:10:39,6.37,,,,56.23,,,1
672632797,00064M15:25:33.920,0064 15:10:39,6.36,,,,56.23,,,1
672632797.5,00064M15:25:34.406,0064 15:10:40,6.11,,,,56.23,,,1
672632798,00064M15:25:34.893,0064 15:10:40,4.63,,,,61.23,,,1
672632798.5,00064M15:25:35.380,0064 15:10:41,6.33,,,,61.23,,,1
672632799,00064M15:25:35.866,0064 15:10:41,6.65,,,,61.23,,,1
672632799.5,00064M15:25:36.353,0064 15:10:42,6.22,,,,61.23,,,1
672632800,00064M15:25:36.840,0064 15:10:42,6.59,,,,56.23,,,1
672632800.5,00064M15:25:37.326,0064 15:10:42,6.72,,,,56.23,,,1
672632801,00064M15:25:37.813,0064 15:10:43,6.56,,,,56.23,,,1
672632801.5,00064M15:25:38.299,0064 15:10:43,5.96,,,,51.23,,,1
672632802,00064M15:25:38.786,0064 15:10:44,5.91,,,,51.23,,,1
672632802.5,00064M15:25:39.273,0064 15:10:44,3.79,,,,46.23,,,1
672632803,00064M15:25:39.759,0064 15:10:45,3.99,,,,51.23,,,1
672632803.5,00064M15:25:40.246,0064 15:10:45,3.89,,,,46.23,,,1
672632804,00064M15:25:40.733,0064 15:10:46,4.60,,,,51.23,,,1
672632804.5,00064M15:25:41.219,0064 15:10:46,4.02,,,,46.23,,,1
672632805,00064M15:25:41.706,0064 15:10:47,4.41,,,,51.23,,,1
672632805.5,00064M15:25:42.192,0064 15:10:47,4.23,,,,51.23,,,1
672632806,00064M15:25:42.679,0064 15:10:48,4.32,,,,51.23,,,1
672632806.5,00064M15:25:43.166,0064 15:10:48,5.84,,,,56.23,,,1
672632807,00064M15:25:43.652,0064 15:10:49,4.68,,,,51.23,,,1
672632807.5,00064M15:25:44.139,0064 15:10:49,5.94,,,,56.23,,,1
672632808,00064M15:25:44.626,0064 15:10:50,4.69,,,,61.23,,,1
672632808.5,00064M15:25:45.112,0064 15:10:50,5.72,,,,56.23,,,1
672632809,00064M15:25:45.599,0064 15:10:51,4.28,,,,66.23,,,1
672632809.5,00064M15:25:46.085,0064 15:10:51,4.09,,,,66.23,,,1
672632810,00064M15:25:46.572,0064 15:10:52,4.12,,,,76.23,,,1
672632810.5,00064M15:25:47.059,0064 15:10:52,4.44,,,,71.23,,,1
672632811,00064M15:25:47.545,0064 15:10:53,4.21,,,,66.23,,,1
672632811.5,00064M15:25:48.032,0064 15:10:53,3.97,,,,76.23,,,1
672632812,00064M15:25:48.519,0064 15:10:54,3.95,,,,71.23,,,1
672632812.5,00064M15:25:49.005,0064 15:10:54,4.25,,,,71.23,,,1
672632813,00064M15:25:49.492,0064 15:10:55,3.97,,,,76.23,,,1
672632813.5,00064M15:25:49.978,0064 15:10:55,3.96,,,,76.23,,,1
672632814,00064M15:25:50.465,0064 15:10:56,3.94,,,,76.23,,,1
672632814.5,00064M15:25:50.952,0064 15:10:56,3.98,,,,56.23,,,1
672632815,00064M15:25:51.438,0064 15:10:57,3.66,,,,66.23,,,1
672632815.5,00064M15:25:51.925,0064 15:10:57,3.75,,,,56.23,,,1
672632816,00064M15:25:52.412,0064 15:10:58,4.06,,,,66.23,,,1
672632816.5,00064M15:25:52.898,0064 15:10:58,4.00,,,,56.23,,,1
672632817,00064M15:25:53.385,0064 15:10:59,4.04,,,,71.23,,,1
672632817.5,00064M15:25:53.871,0064 15:10:59,4.04,,,,71.23,,,1
672632818,00064M15:25:54.358,0064 15:11:00,3.98,,,,76.23,,,1
672632818.5,00064M15:25:54.845,0064 15:11:00,4.33,,,,76.23,,,1
672632819,00064M15:25:55.331,0064 15:11:00,6.00,,,,61.23,,,1
672632819.5,00064M15:25:55.818,0064 15:11:01,4.40,,,,71.23,,,1
672632820,00064M15:25:56.305,0064 15:11:01,4.40,,,,76.23,,,1
672632820.5,00064M15:25:56.791,0064 15:11:02,4.32,,,,76.23,,,1
672632821,00064M15:25:57.278,0064 15:11:02,4.09,,,,76.23,,,1
672632821.5,00064M15:25:57.764,0064 15:11:03,4.64,,,,71.23,,,1
672632822,00064M15:25:58.251,0064 15:11:03,4.11,,,,76.23,,,1
672632822.5,00064M15:25:58.738,0064 15:11:04,4.67,,,,76.23,,,1
672632823,00064M15:25:59.224,0064 15:11:04,4.18,,,,76.23,,,1
672632823.5,00064M15:25:59.711,0064 15:11:05,4.19,,,,76.23,,,1
672632824,00064M15:26:00.198,0064 15:11:05,3.19,,,,66.23,,,1
672632824.5,00064M15:26:00.684,0064 15:11:06,4.02,,,,66.23,,,1
672632825,00064M15:26:01.171,0064 15:11:06,4.62,,,,66.23,,,1
672632825.5,00064M15:26:01.657,0064 15:11:07,6.07,,,,61.23,,,1
672632826,00064M15:26:02.144,0064 15:11:07,4.63,,,,66.23,,,1
672632826.5,00064M15:26:02.631,0064 15:11:08,6.16,,,,61.23,,,1
672632827,00064M15:26:03.117,0064 15:11:08,5.97,,,,61.23,,,1
672632827.5,00064M15:26:03.604,0064 15:11:09,4.75,,,,76.23,,,1
672632828,00064M15:26:04.091,0064 15:11:09,6.94,,,,66.23,,,1
672632828.5,00064M15:26:04.577,0064 15:11:10,7.03,,,,71.23,,,1
672632829,00064M15:26:05.064,0064 15:11:10,5.24,,,,76.23,,,1
672632829.5,00064M15:26:05.550,0064 15:11:11,5.32,,,,76.23,,,1
672632830,00064M15:26:06.037,0064 15:11:11,5.93,,,,66.23,,,1
672632830.5,00064M15:26:06.524,0064 15:11:12,4.24,,,,76.23,,,1
672632831,00064M15:26:07.010,0064 15:11:12,5.87,,,,66.23,,,1
672632831.5,00064M15:26:07.497,0064 15:11:13,4.65,,,,76.23,,,1
672632832,00064M15:26:07.984,0064 15:11:13,10.91,,,,101.23,,,1
672632832.5,00064M15:26:08.470,0064 15:11:14,6.07,,,,101.23,,,1
672632833,00064M15:26:08.957,0064 15:11:14,5.13,,,,86.23,,,1
672632833.5,00064M15:26:09.443,0064 15:11:15,7.03,,,,71.23,,,1
672632834,00064M15:26:09.930,0064 15:11:15,6.96,,,,91.23,,,1
672632834.5,00064M15:26:10.417,0064 15:11:16,7.74,,,,86.23,,,1
672632835,00064M15:26:10.903,0064 15:11:16,8.25,,,,71.23,,,1
672632835.5,00064M15:26:11.390,0064 15:11:17,7.80,,,,86.23,,,1
672632836,00064M15:26:11.877,0064 15:11:17,7.77,,,,71.23,,,1
672632836.5,00064M15:26:12.363,0064 15:11:18,7.52,,,,71.23,,,1
672632837,00064M15:26:12.850,0064 15:11:18,11.15,,,,101.23,,,1
672632837.5,00064M15:26:13.336,0064 15:11:18,10.20,,,,101.23,,,1
672632838,00064M15:26:13.823,0064 15:11:19,7.14,,,,71.23,,,1
672632838.5,00064M15:26:14.310,0064 15:11:19,7.57,,,,71.23,,,1
672632839,00064M15:26:14.796,0064 15:11:20,12.34,,,,101.23,,,1
672632839.5,00064M15:26:15.283,0064 15:11:20,14.19,,,,101.23,,,1
672632840,00064M15:26:15.770,0064 15:11:21,8.40,,,,101.23,,,1
672632840.5,00064M15:26:16.256,0064 15:11:21,8.18,,,,91.23,,,1
672632841,00064M15:26:16.743,0064 15:11:22,8.16,,,,71.23,,,1
672632841.5,00064M15:26:17.229,0064 15:11:22,9.95,,,,101.23,,,1
672632842,00064M15:26:17.716,0064 15:11:23,7.66,,,,86.23,,,1
672632842.5,00064M15:26:18.203,0064 15:11:23,7.98,,,,71.23,,,1
672632843,00064M15:26:18.689,0064 15:11:24,8.28,,,,71.23,,,1
672632843.5,00064M15:26:19.176,0064 15:11:24,7.54,,,,71.23,,,1
672632844,00064M15:26:19.663,0064 15:11:25,8.48,,,,101.23,,,1
672632844.5,00064M15:26:20.149,0064 15:11:25,6.48,,,,86.23,,,1
672632845,00064M15:26:20.636,0064 15:11:26,8.55,,,,91.23,,,1
672632845.5,00064M15:26:21.122,0064 15:11:26,7.72,,,,101.23,,,1
672632846,00064M15:26:21.609,0064 15:11:27,7.73,,,,96.23,,,1
672632846.5,00064M15:26:22.096,0064 15:11:27,6.75,,,,91.23,,,1
672632847,00064M15:26:22.582,0064 15:11:28,5.30,,,,86.23,,,1
672632847.5,00064M15:26:23.069,0064 15:11:28,7.28,,,,91.23,,,1
672632848,00064M15:26:23.556,0064 15:11:29,7.21,,,,91.23,,,1
672632848.5,00064M15:26:24.042,0064 15:11:29,7.04,,,,71.23,,,1
672632849,00064M15:26:24.529,0064 15:11:30,7.43,,,,71.23,,,1
672632849.5,00064M15:26:25.015,0064 15:11:30,7.82,,,,71.23,,,1
672632850,00064M15:26:25.502,0064 15:11:31,7.75,,,,86.23,,,1
672632850.5,00064M15:26:25.989,0064 15:11:31,6.91,,,,71.23,,,1
672632851,00064M15:26:26.475,0064 15:11:32,8.83,,,,96.23,,,1
672632851.5,00064M15:26:26.962,0064 15:11:32,6.62,,,,91.23,,,1
672632852,00064M15:26:27.449,0064 15:11:33,7.42,,,,76.23,,,1
672632852.5,00064M15:26:27.935,0064 15:11:33,7.28,,,,71.23,,,1
672632853,00064M15:26:28.422,0064 15:11:34,6.93,,,,66.23,,,1
672632853.5,00064M15:26:28.908,0064 15:11:34,6.59,,,,66.23,,,1
672632854,00064M15:26:29.395,0064 15:11:35,7.16,,,,76.23,,,1
672632854.5,00064M15:26:29.882,0064 15:11:35,8.18,,,,71.23,,,1
672632855,00064M15:26:30.368,0064 15:11:36,8.55,,,,71.23,,,1
672632855.5,00064M15:26:30.855,0064 15:11:36,8.31,,,,86.23,,,1
672632856,00064M15:26:31.342,0064 15:11:37,9.61,,,,71.23,,,1
672632856.5,00064M15:26:31.828,0064 15:11:37,8.43,,,,71.23,,,1
672632857,00064M15:26:32.315,0064 15:11:37,7.85,,,,71.23,,,1
672632857.5,00064M15:26:32.802,0064 15:11:38,7.31,,,,86.23,,,1
672632858,00064M15:26:33.288,0064 15:11:38,8.18,,,,76.23,,,1
672632858.5,00064M15:26:33.775,0064 15:11:39,8.52,,,,71.23,,,1
672632859,00064M15:26:34.261,0064 15:11:39,7.51,,,,71.23,,,1
672632859.5,00064M15:26:34.748,0064 15:11:40,7.06,,,,71.23,,,1
672632860,00064M15:26:35.235,0064 15:11:40,7.77,,,,86.23,,,1
672632860.5,00064M15:26:35.721,0064 15:11:41,8.73,,,,81.23,,,1
672632861,00064M15:26:36.208,0064 15:11:41,9.78,,,,71.23,,,1
672632861.5,00064M15:26:36.695,0064 15:11:42,9.07,,,,71.23,,,1
672632862,00064M15:26:37.181,0064 15:11:42,8.49,,,,81.23,,,1
672632862.5,00064M15:26:37.668,0064 15:11:43,8.37,,,,86.23,,,1
672632863,00064M15:26:38.154,0064 15:11:43,8.82,,,,76.23,,,1
672632863.5,00064M15:26:38.641,0064 15:11:44,8.32,,,,91.23,,,1
672632864,00064M15:26:39.128,0064 15:11:44,7.97,,,,71.23,,,1
672632864.5,00064M15:26:39.614,0064 15:11:45,7.92,,,,76.23,,,1
672632865,00064M15:26:40.101,0064 15:11:45,7.55,,,,91.23,,,1
672632865.5,00064M15:26:40.588,0064 15:11:46,8.05,,,,71.23,,,1
672632866,00064M15:26:41.074,0064 15:11:46,7.62,,,,71.23,,,1
672632866.5,00064M15:26:41.561,0064 15:11:47,7.12,,,,71.23,,,1
672632867,00064M15:26:42.047,0064 15:11:47,6.51,,,,71.23,,,1
672632867.5,00064M15:26:42.534,0064 15:11:48,7.00,,,,71.23,,,1
672632868,00064M15:26:43.021,0064 15:11:48,8.68,,,,71.23,,,1
672632868.5,00064M15:26:43.507,0064 15:11:49,8.36,,,,71.23,,,1
672632869,00064M15:26:43.994,0064 15:11:49,8.16,,,,71.23,,,1
672632869.5,00064M15:26:44.481,0064 15:11:50,7.72,,,,71.23,,,1
672632870,00064M15:26:44.967,0064 15:11:50,7.52,,,,71.23,,,1
672632870.5,00064M15:26:45.454,0064 15:11:51,8.04,,,,71.23,,,1
672632871,00064M15:26:45.940,0064 15:11:51,7.56,,,,71.23,,,1
672632871.5,00064M15:26:46.427,0064 15:11:52,7.24,,,,71.23,,,1
672632872,00064M15:26:46.914,0064 15:11:52,7.10,,,,71.23,,,1
672632872.5,00064M15:26:47.400,0064 15:11:53,7.10,,,,71.23,,,1
672632873,00064M15:26:47.887,0064 15:11:53,7.09,,,,76.23,,,1
672632873.5,00064M15:26:48.374,0064 15:11:54,7.70,,,,71.23,,,1
672632874,00064M15:26:48.860,0064 15:11:54,7.06,,,,71.23,,,1
672632874.5,00064M15:26:49.347,0064 15:11:55,6.94,,,,71.23,,,1
672632875,00064M15:26:49.833,0064 15:11:55,7.01,,,,71.23,,,1
672632875.5,00064M15:26:50.320,0064 15:11:55,6.92,,,,66.23,,,1
672632876,00064M15:26:50.807,0064 15:11:56,7.08,,,,71.23,,,1
672632876.5,00064M15:26:51.293,0064 15:11:56,6.56,,,,71.23,,,1
672632877,00064M15:26:51.780,0064 15:11:57,6.99,,,,71.23,,,1
672632877.5,00064M15:26:52.267,0064 15:11:57,8.30,,,,71.23,,,1
672632878,00064M15:26:52.753,0064 15:11:58,7.88,,,,71.23,,,1
672632878.5,00064M15:26:53.240,0064 15:11:58,6.81,,,,71.23,,,1
672632879,00064M15:26:53.726,0064 15:11:59,5.55,,,,86.23,,,1
672632879.5,00064M15:26:54.213,0064 15:11:59,7.81,,,,71.23,,,1
672632880,00064M15:26:54.700,0064 15:12:00,8.48,,,,86.23,,,1
672632880.5,00064M15:26:55.186,0064 15:12:00,7.86,,,,76.23,,,1
672632881,00064M15:26:55.673,0064 15:12:01,7.73,,,,71.23,,,1
672632881.5,00064M15:26:56.160,0064 15:12:01,7.28,,,,91.23,,,1
672632882,00064M15:26:56.646,0064 15:12:02,7.32,,,,101.23,,,1
672632882.5,00064M15:26:57.133,0064 15:12:02,7.39,,,,101.23,,,1
672632883,00064M15:26:57.619,0064 15:12:03,6.99,,,,71.23,,,1
672632883.5,00064M15:26:58.106,0064 15:12:03,7.43,,,,71.23,,,1
672632884,00064M15:26:58.593,0064 15:12:04,6.96,,,,71.23,,,1
672632884.5,00064M15:26:59.079,0064 15:12:04,6.85,,,,66.23,,,1
672632885,00064M15:26:59.566,0064 15:12:05,5.29,,,,86.23,,,1
672632885.5,00064M15:27:00.053,0064 15:12:05,5.39,,,,81.23,,,1
672632886,00064M15:27:00.539,0064 15:12:06,7.09,,,,71.23,,,1
672632886.5,00064M15:27:01.026,0064 15:12:06,7.59,,,,71.23,,,1
672632887,00064M15:27:01.512,0064 15:12:07,7.06,,,,71.23,,,1
672632887.5,00064M15:27:01.999,0064 15:12:07,8.53,,,,101.23,,,1
672632888,00064M15:27:02.486,0064 15:12:08,5.16,,,,86.23,,,1
672632888.5,00064M15:27:02.972,0064 15:12:08,7.46,,,,71.23,,,1
672632889,00064M15:27:03.459,0064 15:12:09,6.62,,,,101.23,,,1
672632889.5,00064M15:27:03.946,0064 15:12:09,5.37,,,,111.23,,,1
672632890,00064M15:27:04.432,0064 15:12:10,6.48,,,,106.23,,,1
672632890.5,00064M15:27:04.919,0064 15:12:10,6.94,,,,101.23,,,1
672632891,00064M15:27:05.405,0064 15:12:11,8.87,,,,111.23,,,1
672632891.5,00064M15:27:05.892,0064 15:12:11,8.11,,,,96.23,,,1
672632892,00064M15:27:06.379,0064 15:12:12,8.11,,,,101.23,,,1
672632892.5,00064M15:27:06.865,0064 15:12:12,9.38,,,,101.23,,,1
672632893,00064M15:27:07.352,0064 15:12:13,11.08,,,,101.23,,,1
672632893.5,00064M15:27:07.839,0064 15:12:13,11.06,,,,96.23,,,1
672632894,00064M15:27:08.325,0064 15:12:14,10.23,,,,101.23,,,1
672632894.5,00064M15:27:08.812,0064 15:12:14,9.35,,,,96.23,,,1
672632895,00064M15:27:09.298,0064 15:12:14,8.08,,,,91.23,,,1
672632895.5,00064M15:27:09.785,0064 15:12:15,7.89,,,,101.23,,,1
672632896,00064M15:27:10.272,0064 15:12:15,9.27,,,,101.23,,,1
672632896.5,00064M15:27:10.758,0064 15:12:16,8.04,,,,71.23,,,1
672632897,00064M15:27:11.245,0064 15:12:16,8.50,,,,71.23,,,1
672632897.5,00064M15:27:11.732,0064 15:12:17,7.58,,,,71.23,,,1
672632898,00064M15:27:12.218,0064 15:12:17,7.66,,,,71.23,,,1
672632898.5,00064M15:27:12.705,0064 15:12:18,7.63,,,,71.23,,,1
672632899,00064M15:27:13.191,0064 15:12:18,7.31,,,,71.23,,,1
672632899.5,00064M15:27:13.678,0064 15:12:19,8.38,,,,71.23,,,1
672632900,00064M15:27:14.165,0064 15:12:19,8.10,,,,71.23,,,1
672632900.5,00064M15:27:14.651,0064 15:12:20,8.86,,,,71.23,,,1
672632901,00064M15:27:15.138,0064 15:12:20,8.59,,,,71.23,,,1
672632901.5,00064M15:27:15.625,0064 15:12:21,8.57,,,,71.23,,,1
672632902,00064M15:27:16.111,0064 15:12:21,8.61,,,,71.23,,,1
672632902.5,00064M15:27:16.598,0064 15:12:22,10.44,,,,71.23,,,1
672632903,00064M15:27:17.084,0064 15:12:22,10.03,,,,66.23,,,1
672632903.5,00064M15:27:17.571,0064 15:12:23,9.44,,,,71.23,,,1
672632904,00064M15:27:18.058,0064 15:12:23,9.42,,,,71.23,,,1
672632904.5,00064M15:27:18.544,0064 15:12:24,9.09,,,,71.23,,,1
672632905,00064M15:27:19.031,0064 15:12:24,9.05,,,,71.23,,,1
672632905.5,00064M15:27:19.518,0064 15:12:25,9.90,,,,71.23,,,1
672632906,00064M15:27:20.004,0064 15:12:25,10.25,,,,76.23,,,1
672632906.5,00064M15:27:20.491,0064 15:12:26,9.91,,,,76.23,,,1
672632907,00064M15:27:20.977,0064 15:12:26,9.15,,,,76.23,,,1
672632907.5,00064M15:27:21.464,0064 15:12:27,8.98,,,,76.23,,,1
672632908,00064M15:27:21.951,0064 15:12:27,8.07,,,,71.23,,,1
672632908.5,00064M15:27:22.437,0064 15:12:28,8.26,,,,71.23,,,1
672632909,00064M15:27:22.924,0064 15:12:28,8.22,,,,71.23,,,1
672632909.5,00064M15:27:23.411,0064 15:12:29,8.38,,,,71.23,,,1
672632910,00064M15:27:23.897,0064 15:12:29,7.40,,,,71.23,,,1
672632910.5,00064M15:27:24.384,0064 15:12:30,7.58,,,,71.23,,,1
672632911,00064M15:27:24.870,0064 15:12:30,7.75,,,,76.23,,,1
672632911.5,00064M15:27:25.357,0064 15:12:31,7.93,,,,71.23,,,1
672632912,00064M15:27:25.844,0064 15:12:31,6.78,,,,71.23,,,1
672632912.5,00064M15:27:26.330,0064 15:12:32,6.88,,,,71.23,,,1
672632913,00064M15:27:26.817,0064 15:12:32,7.30,,,,71.23,,,1
672632913.5,00064M15:27:27.304,0064 15:12:32,7.25,,,,71.23,,,1
672632914,00064M15:27:27.790,0064 15:12:33,6.95,,,,81.23,,,1
672632914.5,00064M15:27:28.277,0064 15:12:33,5.24,,,,81.23,,,1
672632915,00064M15:27:28.763,0064 15:12:34,6.87,,,,71.23,,,1
672632915.5,00064M15:27:29.250,0064 15:12:34,6.94,,,,71.23,,,1
672632916,00064M15:27:29.737,0064 15:12:35,6.85,,,,71.23,,,1
672632916.5,00064M15:27:30.223,0064 15:12:35,5.18,,,,86.23,,,1
672632917,00064M15:27:30.710,0064 15:12:36,8.26,,,,101.23,,,1
672632917.5,00064M15:27:31.197,0064 15:12:36,6.66,,,,91.23,,,1
672632918,00064M15:27:31.683,0064 15:12:37,8.74,,,,101.23,,,1
672632918.5,00064M15:27:32.170,0064 15:12:37,9.65,,,,101.23,,,1
